name,description,category,fraction,points,icon_url
Glory of the Ny'alotha Raider,"Complete the Ny'alotha, the Waking City raid achievements listed below.",Dungeons & Raids,,25,https://icons.wowdb.com/retail/medium/achievement_nzothraid_nyalothaguildrun.jpg?41793
Cleansing Treatment,"Defeat the Carapace of N'Zoth in Ny'alotha, the Waking City after defeating all Synthesis Growths within 10 seconds on Normal difficulty or higher.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/inv_fishing_innards_guts.jpg?41793
It's Not A Cult,"Defeat N'Zoth the Corruptor in Ny'alotha, the Waking City after all players have accepted the Gift of N'Zoth on Normal difficulty or higher",Battle Raid,,10,https://icons.wowdb.com/retail/medium/ability_mage_massinvisibility.jpg?41793
Heroic: War for the Shore,Complete the Battle for Darkshore on Heroic Difficulty.,War Effort,horde,10,https://icons.wowdb.com/retail/medium/inv_glaive_1h_warfrontsforsaken_d_01.jpg?41793
Heroic: War for the Shore,Complete the Battle for Darkshore on Heroic Difficulty.,War Effort,alliance,10,https://icons.wowdb.com/retail/medium/inv_staff_2h_warfrontsnightelf_d_01.jpg?41793
Uldum Under Assault,Protect the denizens of Uldum from each of the Assaults.,Battle for Azeroth,,5,https://icons.wowdb.com/retail/medium/achievement_zone_uldum.jpg?41793
Defend the Vale,Defend the Vale of Eternal Blossoms from each of the Assaults.,Battle for Azeroth,,5,https://icons.wowdb.com/retail/medium/achievement_zone_valeofeternalblossoms.jpg?41793
Uldum Accord,Earn Exalted status with the Uldum Accord.,Battle for Azeroth,,5,https://icons.wowdb.com/retail/medium/inv_faction_83_uldumaccord.jpg?41793
The Rajani,Earn Exalted status with the Rajani.,Battle for Azeroth,,5,https://icons.wowdb.com/retail/medium/inv_faction_83_rajani.jpg?41793
The Corruptor's End,Complete the Black Empire Campaign storyline.,Battle for Azeroth,,10,https://icons.wowdb.com/retail/medium/inv_eyeofnzothpet.jpg?41793
It's Not A Tumor!,"Destroy 1,000 Corruption Tumors in Uldum or Vale of Eternal Blossoms during Black Empire Assaults.",Battle for Azeroth,,10,https://icons.wowdb.com/retail/medium/artifactability_blooddeathknight_umbilicuseternus.jpg?41793
Combating the Corruption,Kill one of every type of corrupted creature in Uldum or Vale of Eternal Blossoms during Black Empire Assaults.,Battle for Azeroth,,10,https://icons.wowdb.com/retail/medium/spell_priest_voidform.jpg?41793
Rare to Well Done,Kill 250 Rare creatures in Uldum or Vale of Eternal Blossoms during an Assault.,Battle for Azeroth,,10,https://icons.wowdb.com/retail/medium/inv_misc_food_cooked_tigersteak.jpg?41793
All Consuming,Complete every unique Consuming Maw objective in Uldum and Vale of Eternal Blossoms during the Black Empire Assaults.,Battle for Azeroth,,5,https://icons.wowdb.com/retail/medium/ability_warrior_bloodnova.jpg?41793
Horrific Masquerade,Obtain all 5 Faceless Masks.,Visions of N'Zoth,,10,https://icons.wowdb.com/retail/medium/inv_helm_mask_fittedalpha_b_01_nightborne_01.jpg?41793
"Awaken, Ardenweald",Complete the Ardenweald storylines listed below.,Shadowlands,,10,https://icons.wowdb.com/retail/medium/inv_shield_1h_ardenweald_d_01.jpg?41793
Masked Soliloquy,Complete all objectives in any Horrific Vision with any Faceless Mask active.,Visions of N'Zoth,,5,https://icons.wowdb.com/retail/medium/inv_helmet_186v3.jpg?41793
Masked Duet,Complete all objectives in any Horrific Vision with any 2 Faceless Masks active.,Visions of N'Zoth,,5,https://icons.wowdb.com/retail/medium/inv_helmet_186.jpg?41793
Masked Trio,Complete all objectives in any Horrific Vision with any 3 Faceless Masks active.,Visions of N'Zoth,,5,https://icons.wowdb.com/retail/medium/inv_helmet_186v4.jpg?41793
Masked Quartet,Complete all objectives in any Horrific Vision with any 4 Faceless Masks active.,Visions of N'Zoth,,5,https://icons.wowdb.com/retail/medium/inv_helmet_187.jpg?41793
Symphony of Masks,Complete all objectives in any Horrific Vision with all 5 Faceless Masks active.,Visions of N'Zoth,,10,https://icons.wowdb.com/retail/medium/inv_helmet_186v2.jpg?41793
Thanks For The Mementos,Obtain 1000 Corrupted Mementos.,Visions of N'Zoth,,5,https://icons.wowdb.com/retail/medium/archaeology_5_0_mogucoin.jpg?41793
Memento Mori,Obtain 10000 Corrupted Mementos.,Visions of N'Zoth,,10,https://icons.wowdb.com/retail/medium/archaeology_5_0_mogucoin.jpg?41793
A Monumental Amount of Mementos,Obtain 50000 Corrupted Mementos.,Visions of N'Zoth,,10,https://icons.wowdb.com/retail/medium/archaeology_5_0_mogucoin.jpg?41793
A Mountain of Mementos,Obtain 100000 Corrupted Mementos.,Visions of N'Zoth,,20,https://icons.wowdb.com/retail/medium/archaeology_5_0_mogucoin.jpg?41793
Master of Deepwind Gorge,Complete the Deepwind Gorge achievements listed below.,Deepwind Gorge,,10,https://icons.wowdb.com/retail/medium/achievement_bg_dg_master_of_the_deepwind_gorge.jpg?41793
Conspicuous Consumption,"Owner of the Mighty Caravan Brutosaur mount, sold in Tiragarde Sound and Zuldazar during Battle for Azeroth.",Mounts,,,https://icons.wowdb.com/retail/medium/inv_brontosaurusmount.jpg?41793
8.3 Patch Quest Launch,,Character,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Market Dominance,Complete 25 victories in Deepwind Gorge while controlling the Market base.,Deepwind Gorge,,20,https://icons.wowdb.com/retail/medium/achievement_cooking_masterofthesteamer.jpg?41793
Cruisin' for a Brewsin',Drink the Stormstout Brew found in Deepwind Gorge and get 150 honorable kills while under its affects.,Deepwind Gorge,,20,https://icons.wowdb.com/retail/medium/ability_monk_drunkenhaze.jpg?41793
Well Gorged,Eat cooked food or feasts to become Well Fed before the Deepwind Gorge battle begins in 50 matches.,Deepwind Gorge,,20,https://icons.wowdb.com/retail/medium/pandarenracial_epicurean.jpg?41793
Joined Shadowy Figures <DND>,,Pet Battles,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Servant of N'Zoth,"While an Assassin within War Mode, slay your own faction to gain 10 honorable kills without dying.",Player vs. Player,,,https://icons.wowdb.com/retail/medium/inv_eyeofnzothpet.jpg?41793
Vision of Destiny,"Defeat the following bosses in Ny'alotha, the Waking City.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_nyalothaguildrun.jpg?41793
Halls of Devotion,"Defeat the following bosses in Ny'alotha, the Waking City.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_raden.jpg?41793
Gift of Flesh,"Defeat the following bosses in Ny'alotha, the Waking City.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_ilgynoth.jpg?41793
The Waking Dream,"Defeat the following bosses in Ny'alotha, the Waking City.",Battle Raid,,10,https://icons.wowdb.com/retail/medium/achievement_nzothraid_nzoth.jpg?41793
Sanguine Depths,Defeat General Kaal in Sanguine Depths.,Shadowlands Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_sanguinedepths.jpg?41793
Heroic: Sanguine Depths,Defeat General Kaal in Sanguine Depths on Heroic difficulty or higher.,Shadowlands Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_sanguinedepths.jpg?41793
Mythic: Sanguine Depths,Defeat General Kaal in Sanguine Depths on Mythic or Mythic Keystone difficulty.,Shadowlands Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_sanguinedepths.jpg?41793
Mythic: Sanguine Depths Guild Run,Defeat General Kaal in Sanguine Depths on Mythic difficulty while in a guild group.,Shadowlands Dungeon,,10,https://icons.wowdb.com/retail/medium/achievement_dungeon_sanguinedepths.jpg?41793
Blade of the Primus,Complete the Maldraxxus storylines listed below.,Shadowlands,,10,https://icons.wowdb.com/retail/medium/inv_sword_1h_maldraxxusruneblade_d_02.jpg?41793
<Hidden> 8.3 Main Line - Account Has Obtained Legendary Cloak (DNT),,Battle for Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
<Hidden> - NPE - Sold Item,,Quests,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Exile's Reach,Escape the isle of Exile's Reach and embark upon a greater adventure.,Quests,,10,https://icons.wowdb.com/retail/medium/achievement_newplayerexperience.jpg?41793
<Hidden> - NPE - Bought Item,,Quests,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Tea Tales,Hear every side of the story at Theotar's tea party.,Shadowlands,,10,https://icons.wowdb.com/retail/medium/ability_monk_thunderfocustea.jpg?41793
9.0 Shadowlands - Expansion Quest Launch - Prologue,,Character,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Azeroth's Undying Gift <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Sphere of Suppression <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Worldvein Resonance <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Focusing Iris <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Purification Protocol <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Anima of Life and Death <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Crucible of Flame <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Nullification Dynamo <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Condensed Life Force <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Ripple in Space <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Unwavering Ward <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Ever-Rising Tide <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Artifice of Time <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Well of Existence <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Lifebinder's Invocation <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Vitality Conduit <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Vision of Perfection <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Blood of the Enemy <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Spirit of Preservation <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Aegis of the Deep <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Memory of Lucid Dreams <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Unbound Force <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Conflict and Strife <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Touch of the Everlasting <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Strength of the Warden <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Breath of the Dying <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Spark of Inspiration <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Azerite Essence - Rank 3 on any character - Formless Void <DND>,Tracking for account-wide essences,Heart of Azeroth,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
WoW's 16th Anniversary,Logged in during WoW's 16th Anniversary.,Events,,,https://icons.wowdb.com/retail/medium/inv_misc_celebrationcake_01.jpg?41793
Best Bud With Benefits,Earn Stonehead's friendship in Revendreth.,Shadowlands,,5,https://icons.wowdb.com/retail/medium/achievement_bg_tophealer_soa.jpg?41793
Crypt Kicker,Open 50 Atonement Crypts in Revendreth.,Shadowlands,,5,https://icons.wowdb.com/retail/medium/achievement_bg_xkills_avgraveyard.jpg?41793
Absolution for All,Help 100 fugitive souls complete a ritual of absolution in Revendreth.,Shadowlands,,5,https://icons.wowdb.com/retail/medium/ability_paladin_beaconoflight.jpg?41793
It's Always Sinny in Revendreth,Defeat the following inquisitors in Revendreth.,Shadowlands,,5,https://icons.wowdb.com/retail/medium/spell_animarevendreth_buff.jpg?41793
The Accuser's Avowed,Complete the Revendreth achievements listed below.,Shadowlands,,15,https://icons.wowdb.com/retail/medium/ability_priest_darkness.jpg?41793
Loremaster of Shadowlands,Complete the Shadowlands quest achievements listed below.,Shadowlands,,10,https://icons.wowdb.com/retail/medium/inv_torghast.jpg?41793
The Path to Ascension,Complete the Bastion storylines listed below.,Shadowlands,,10,https://icons.wowdb.com/retail/medium/ability_bastion_paladin.jpg?41793
Heroic Edition: Ensorcelled Everwyrm,Owner of the Shadowlands Heroic Edition Ensorcelled Everwyrm mount.,Promotions,,,https://icons.wowdb.com/retail/medium/inv_misc_questionmark.jpg?41793
Breaking Bad,Defeat Echelon after shattering 18 or more Undying Stonefiends at one time in the Halls of Atonement on Mythic difficulty.,Shadowlands Dungeon,,10,https://icons.wowdb.com/retail/medium/inv_misc_voljinsshatteredtusk.jpg?41793
Ready for Raiding VII,"Defeat Nalthor the Rimebinder without being struck by Comet Storm, Blizzard, or the secondary effect of Frozen Binds in the Necrotic Wake on Mythic...",Shadowlands Dungeon,,10,https://icons.wowdb.com/retail/medium/spell_mage_cometstorm.jpg?41793
Residue Evil,Defeat Executor Tarvold after slaying 8 Forlorn Captives with the effects of Residue in Sanguine Depths on Mythic difficulty.,Shadowlands Dungeon,,10,https://icons.wowdb.com/retail/medium/spell_animarevendreth_groundstate.jpg?41793
<Hidden> Completed New Player Experience (Account),"Once earned, the player is no longer considered ""new"" and is allowed to choose between Exlie's Reach and the racial starting experience when creati...",Quests,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
<Hidden> - The Master of Lies - Scenario Complete,,Shadowlands,,,https://icons.wowdb.com/retail/medium/trade_engineering.jpg?41793
Kaal-ed Shot,Defeat General Kaal while affected by Slammed! in the Sanguine Depths on Mythic difficulty.,Shadowlands Dungeon,,10,https://icons.wowdb.com/retail/medium/ability_deepwinddunk_dunk.jpg?41793
